,label,source
766,0,RETURN Identifier LPAREN Identifier COMMA Identifier SUB GT Identifier COMMA Identifier RPAREN SEMI 
767,0,RETURN Identifier LPAREN Identifier COMMA Identifier SUB GT Identifier LPAREN RPAREN COMMA LPAREN Identifier COMMA Identifier RPAREN SUB GT LBRACE RBRACE RPAREN SEMI 
768,0,RETURN Identifier LPAREN Identifier COMMA Identifier COMMA LPAREN Identifier COMMA Identifier RPAREN SUB GT LBRACE RBRACE RPAREN SEMI 
769,0,RETURN Identifier DOT Identifier LPAREN Identifier COMMA Identifier COMMA Identifier RPAREN SEMI 
770,0,RETURN Identifier DOT Identifier LPAREN RPAREN DOT Identifier LPAREN RPAREN SEMI 
771,0,RETURN Identifier DOT Identifier LPAREN RPAREN DOT Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI 
772,1,RETURN Identifier DOT Identifier LPAREN Identifier COMMA Identifier LPAREN IntLiteral RPAREN RPAREN SEMI 
773,1,RETURN Identifier DOT Identifier LPAREN THIS RPAREN DOT Identifier LPAREN StringLiteral COMMA Identifier RPAREN DOT Identifier LPAREN RPAREN SEMI 
774,0,RETURN Identifier DOT Identifier LPAREN THIS RPAREN DOT Identifier LPAREN StringLiteral COMMA Identifier RPAREN DOT Identifier LPAREN RPAREN SEMI 
775,1,RETURN NEW Identifier LPAREN Identifier COMMA Identifier DOT Identifier LPAREN IntLiteral RPAREN RPAREN SEMI 
776,1,RETURN NEW Identifier LT Identifier GT LPAREN IntLiteral RPAREN SEMI 
777,0,RETURN NEW Identifier LT Identifier GT LPAREN Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
778,0,RETURN NEW Identifier LT Identifier GT LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN RPAREN SEMI 
779,0,RETURN NEW Identifier LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN RPAREN SEMI 
780,1,RETURN NEW Identifier LT Identifier COMMA Identifier GT LPAREN IntLiteral RPAREN SEMI 
781,0,RETURN NEW Identifier LT Identifier GT LPAREN IntLiteral RPAREN SEMI 
782,0,RETURN NEW Identifier LPAREN RPAREN DOT Identifier LPAREN Identifier RPAREN SEMI 
783,0,RETURN NEW Identifier LPAREN Identifier COMMA Identifier COMMA Identifier RPAREN SEMI 
784,0,RETURN NEW Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN COMMA Identifier DOT Identifier LPAREN RPAREN COMMA Identifier RPAREN SEMI 
785,0,RETURN NEW Identifier LPAREN Identifier RPAREN SEMI 
786,0,RETURN NEW Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI 
787,0,RETURN NEW Identifier LPAREN Identifier COMMA Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
788,0,RETURN NEW Identifier LPAREN Identifier COMMA Identifier DOT Identifier LPAREN Identifier RPAREN RPAREN SEMI 
789,0,RETURN NEW Identifier LPAREN Identifier COMMA Identifier COMMA Identifier COMMA Identifier COMMA Identifier RPAREN SEMI 
790,1,RETURN NEW Identifier LPAREN Identifier COMMA Identifier DOT Identifier LPAREN IntLiteral RPAREN RPAREN SEMI 
791,0,RETURN Identifier LPAREN Identifier RPAREN SEMI 
792,1,RETURN NullLiteral SEMI 
793,0,RETURN Identifier DIV Identifier SEMI 
794,1,RETURN Identifier DOT Identifier LPAREN Identifier RPAREN DOT Identifier LPAREN Identifier DOT Identifier LPAREN Identifier ADD IntLiteral RPAREN RPAREN DOT Identifier LPAREN Identifier DOT Identifier LPAREN Identifier ADD IntLiteral RPAREN RPAREN SEMI 
795,1,RETURN Identifier DOT Identifier LPAREN Identifier RPAREN DOT Identifier LPAREN Identifier DOT Identifier LPAREN Identifier ADD IntLiteral RPAREN RPAREN SEMI 
796,0,RETURN Identifier DOT Identifier LPAREN Identifier COMMA Identifier COMMA Identifier COMMA Identifier COMMA Identifier RPAREN SEMI 
797,1,RETURN Identifier DOT Identifier LPAREN Identifier COMMA IntLiteral COMMA Identifier RPAREN DOT Identifier LPAREN RPAREN SEMI 
798,0,RETURN Identifier LPAREN Identifier COMMA Identifier DOT Identifier LPAREN Identifier MUL Identifier MultiComment COMMA Identifier RPAREN COMMA Identifier RPAREN SEMI 
799,0,RETURN Identifier LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN DOT Identifier LPAREN Identifier DOT Identifier RPAREN RPAREN SEMI 
800,0,RETURN Identifier SEMI SingleComment 
801,0,RETURN Identifier DOT Identifier LPAREN RPAREN SEMI 
802,1,RETURN Identifier LPAREN IntLiteral RPAREN SEMI 
803,1,RETURN Identifier LPAREN IntLiteral RPAREN DOT Identifier LPAREN IntLiteral RPAREN SEMI 
804,1,RETURN Identifier LPAREN IntLiteral RPAREN SEMI 
805,1,RETURN Identifier LPAREN Identifier LPAREN Identifier ADD IntLiteral RPAREN RPAREN SEMI 
806,0,RETURN Identifier DIV LPAREN Identifier LPAREN RPAREN SUB IntLiteral RPAREN SEMI 
807,1,RETURN Identifier DIV LPAREN Identifier LPAREN RPAREN SUB IntLiteral RPAREN SEMI 
808,1,RETURN Identifier LPAREN IntLiteral RPAREN SEMI 
809,1,RETURN Identifier LPAREN IntLiteral RPAREN DOT Identifier LPAREN Identifier RPAREN SEMI 
810,0,RETURN Identifier DOT Identifier SEMI 
811,0,RETURN Identifier SEMI 
812,0,RETURN Identifier DOT Identifier LPAREN RPAREN SEMI 
813,1,RETURN Identifier DOT Identifier LPAREN Identifier MUL IntLiteral RPAREN SEMI 
814,0,RETURN Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI 
815,1,RETURN Identifier ADD IntLiteral SEMI 
816,0,RETURN Identifier MUL LPAREN Identifier DIV Identifier RPAREN SEMI 
817,0,RETURN Identifier GT IntLiteral BITAND LPAREN Identifier BITAND LPAREN Identifier SUB IntLiteral RPAREN RPAREN EQUAL IntLiteral SEMI 
818,1,RETURN Identifier GT IntLiteral BITAND LPAREN Identifier BITAND LPAREN Identifier SUB IntLiteral RPAREN RPAREN EQUAL IntLiteral SEMI 
819,1,RETURN Identifier GT IntLiteral BITAND LPAREN Identifier BITAND LPAREN Identifier SUB IntLiteral RPAREN RPAREN EQUAL IntLiteral SEMI 
820,1,RETURN Identifier GT IntLiteral BITAND LPAREN Identifier BITAND LPAREN Identifier SUB IntLiteral RPAREN RPAREN EQUAL IntLiteral SEMI 
821,1,RETURN Identifier DOT Identifier LPAREN RPAREN LE LONG DOT Identifier SUB IntLiteral SEMI 
822,0,RETURN Identifier DOT Identifier LPAREN RPAREN GT IntLiteral AND Identifier DOT Identifier LPAREN RPAREN EQUAL Identifier DOT Identifier LPAREN RPAREN SUB IntLiteral SEMI 
823,1,RETURN Identifier DOT Identifier LPAREN RPAREN GT IntLiteral AND Identifier DOT Identifier LPAREN RPAREN EQUAL Identifier DOT Identifier LPAREN RPAREN SUB IntLiteral SEMI 
824,0,RETURN Identifier SUB Identifier LPAREN Identifier COMMA Identifier LBRACK Identifier RBRACK RPAREN SEMI 
825,0,RETURN Identifier SEMI 
826,0,Identifier ASSIGN Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
827,0,Identifier ASSIGN LPAREN LONG RPAREN Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
828,0,Identifier ASSIGN Identifier LPAREN Identifier COMMA Identifier DOT Identifier RPAREN SEMI 
829,1,Identifier DOT Identifier LPAREN IntLiteral RPAREN SEMI 
830,0,Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
831,0,Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN StringLiteral COMMA StringLiteral RPAREN RPAREN SEMI 
832,0,Identifier DOT Identifier LPAREN Identifier ADD IntLiteral COMMA Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
833,1,Identifier DOT Identifier LPAREN IntLiteral RPAREN SEMI 
834,1,Identifier DOT Identifier LPAREN IntLiteral RPAREN SEMI 
835,1,Identifier DOT Identifier LPAREN Identifier DOT Identifier DOT Identifier DOT Identifier DOT Identifier LPAREN Identifier DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI SingleComment 
836,1,Identifier DOT Identifier LPAREN StringLiteral RPAREN SEMI 
837,1,Identifier LPAREN IntLiteral RPAREN RPAREN SEMI 
838,1,Identifier LPAREN Identifier COMMA Identifier COMMA Identifier COMMA Identifier COMMA Identifier ADD IntLiteral COMMA Identifier RPAREN SEMI 
839,0,Identifier LPAREN Identifier COMMA Identifier COMMA Identifier COMMA Identifier COMMA Identifier COMMA Identifier SUB IntLiteral RPAREN SEMI 
840,0,Identifier ASSIGN StringLiteral SEMI Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
841,0,Identifier LPAREN Identifier ADD IntLiteral COMMA Identifier COMMA Identifier ADD IntLiteral COMMA Identifier DOT Identifier SUB IntLiteral RPAREN SEMI 
842,1,Identifier LPAREN Identifier ADD IntLiteral COMMA Identifier COMMA Identifier ADD IntLiteral COMMA Identifier DOT Identifier SUB IntLiteral RPAREN SEMI 
843,1,Identifier LPAREN Identifier ADD IntLiteral COMMA Identifier COMMA Identifier ADD IntLiteral COMMA Identifier DOT Identifier SUB IntLiteral RPAREN SEMI 
844,1,Identifier LPAREN Identifier COMMA Identifier COMMA IntLiteral COMMA Identifier DOT Identifier SUB IntLiteral RPAREN SEMI 
845,0,Identifier LPAREN Identifier COMMA Identifier COMMA Identifier COMMA Identifier RPAREN SEMI 
846,0,Identifier LT CLASS LT QUESTION RSHIFT Identifier ASSIGN NEW Identifier LT CLASS LT QUESTION RSHIFT LPAREN RPAREN SEMI 
847,0,Identifier LT CLASS LT QUESTION RSHIFT Identifier ASSIGN Identifier LPAREN Identifier RPAREN SEMI 
848,0,Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN DOT Identifier LPAREN RPAREN ADD CharLiteral RPAREN SEMI 
849,0,Identifier LPAREN StringLiteral ADD StringLiteral RPAREN SEMI 
850,1,Identifier LPAREN StringLiteral ADD StringLiteral RPAREN SEMI 
851,1,Identifier LPAREN StringLiteral RPAREN SEMI 
852,0,Identifier LPAREN RPAREN SEMI 
853,0,Identifier ADD_ASSIGN Identifier SEMI 
854,1,Identifier LPAREN Identifier COMMA IntLiteral COMMA Identifier RPAREN SEMI 
855,0,Identifier ASSIGN Identifier LPAREN Identifier RPAREN SEMI 
856,0,Identifier ASSIGN Identifier LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN RPAREN DOT Identifier LPAREN Identifier RSHIFT IntLiteral RPAREN SEMI 
857,1,Identifier ASSIGN Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN RPAREN DOT Identifier LPAREN IntLiteral RPAREN SEMI 
858,0,Identifier DOT Identifier LPAREN Identifier SUB Identifier RPAREN SEMI 
859,0,STATIC Identifier Identifier LPAREN Identifier LT Identifier GT Identifier RPAREN LBRACE 
860,0,STATIC Identifier Identifier LPAREN Identifier LT Identifier GT Identifier COMMA INT Identifier COMMA INT Identifier RPAREN LBRACE 
861,0,STATIC BOOLEAN Identifier LPAREN Identifier Identifier RPAREN LBRACE 
862,0,STATIC BOOLEAN Identifier LPAREN LONG Identifier COMMA LONG Identifier RPAREN LBRACE 
863,0,STATIC DOUBLE Identifier LPAREN DOUBLE Identifier COMMA DOUBLE Identifier RPAREN LBRACE 
864,0,STATIC FINAL Identifier Identifier ASSIGN NEW Identifier LPAREN RPAREN SEMI 
865,0,STATIC FINAL BYTE LBRACK RBRACK Identifier ASSIGN LBRACE 
866,1,STATIC FINAL BYTE LBRACK RBRACK Identifier ASSIGN LBRACE IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral RBRACE SEMI 
867,1,STATIC FINAL INT Identifier ASSIGN LPAREN LONG DOT Identifier ADD DOUBLE DOT Identifier MUL IntLiteral RPAREN DIV BYTE DOT Identifier SEMI 
868,1,STATIC FINAL INT LBRACK RBRACK Identifier ASSIGN LBRACE IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA Identifier DOT Identifier RBRACE SEMI 
869,1,STATIC FINAL INT LBRACK RBRACK Identifier ASSIGN LBRACE IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral RBRACE SEMI 
870,0,STATIC FINAL Identifier Identifier ASSIGN NEW Identifier LPAREN RPAREN SEMI 
871,0,STATIC INT Identifier LPAREN INT Identifier COMMA INT Identifier RPAREN LBRACE 
872,0,STATIC INT Identifier LPAREN LONG Identifier RPAREN LBRACE 
873,0,STATIC INT LBRACK RBRACK Identifier ASSIGN LBRACE 
874,1,STATIC INT LBRACK RBRACK Identifier ASSIGN LBRACE Identifier DOT Identifier COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral COMMA IntLiteral RBRACE SEMI 
875,0,STATIC LONG Identifier LPAREN Identifier Identifier COMMA LONG Identifier RPAREN LBRACE 
876,0,STATIC LONG Identifier LPAREN LONG Identifier COMMA LONG Identifier COMMA LONG Identifier RPAREN LBRACE 
877,0,STATIC Identifier Identifier LPAREN Identifier Identifier RPAREN LBRACE 
878,0,STATIC VOID Identifier LPAREN BOOLEAN Identifier COMMA DOUBLE Identifier COMMA Identifier Identifier RPAREN LBRACE 
879,0,STATIC VOID Identifier LPAREN BOOLEAN Identifier COMMA Identifier Identifier COMMA LONG Identifier COMMA LONG Identifier RPAREN LBRACE 
880,0,STATIC VOID Identifier LPAREN BOOLEAN Identifier RPAREN LBRACE 
881,0,Identifier Identifier ASSIGN LPAREN Identifier RPAREN Identifier SEMI 
882,0,Identifier Identifier ASSIGN Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
883,0,Identifier LPAREN LONG Identifier COMMA DOUBLE Identifier COMMA DOUBLE Identifier COMMA DOUBLE Identifier COMMA DOUBLE Identifier RPAREN LBRACE 
884,0,Identifier COLON COLON Identifier COMMA 
885,0,Identifier Identifier ASSIGN Identifier DOT Identifier LPAREN Identifier COMMA Identifier SUB Identifier RPAREN SEMI 
886,0,Identifier Identifier ASSIGN LPAREN Identifier RPAREN Identifier DOT Identifier DOT Identifier DOT Identifier LPAREN RPAREN SEMI 
887,0,Identifier Identifier ASSIGN StringLiteral SEMI Identifier DOUBLE ASSIGN Identifier ADD Identifier SEMI 
888,1,Identifier Identifier LPAREN RPAREN DEFAULT StringLiteral SEMI 
889,0,Identifier Identifier ASSIGN Identifier DOT Identifier LPAREN StringLiteral RPAREN SEMI 
890,0,Identifier Identifier ASSIGN NEW Identifier LPAREN RPAREN SEMI 
891,0,Identifier ADD_ASSIGN LPAREN Identifier SUB Identifier DOT Identifier LPAREN RPAREN RPAREN MUL LPAREN Identifier SUB Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
892,0,Identifier ADD_ASSIGN Identifier MUL LPAREN Identifier SUB Identifier RPAREN SEMI 
893,0,Identifier ADD_ASSIGN Identifier ADD Identifier MUL LPAREN Identifier SUB Identifier RPAREN MUL Identifier SEMI 
894,0,Identifier ASSIGN Identifier SEMI 
895,0,Identifier LPAREN Identifier COMMA Identifier COMMA Identifier RPAREN SEMI 
896,0,SWITCH LPAREN LPAREN INT RPAREN Identifier RPAREN LBRACE 
897,0,SWITCH LPAREN Identifier SUB Identifier RPAREN LBRACE 
898,0,SWITCH LPAREN Identifier RPAREN LBRACE 
899,1,Identifier DOT Identifier DOT Identifier LPAREN StringLiteral ADD Identifier DOT Identifier LPAREN RPAREN DOT Identifier LPAREN RPAREN ADD StringLiteral RPAREN SEMI 
900,0,Identifier DOT Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
901,1,Identifier DOT Identifier DOT Identifier LPAREN StringLiteral ADD Identifier ADD StringLiteral ADD Identifier DOT Identifier LPAREN RPAREN ADD StringLiteral RPAREN SEMI 
902,1,Identifier DOT Identifier DOT Identifier LPAREN StringLiteral RPAREN SEMI 
903,0,Identifier Identifier LPAREN RPAREN SEMI 
904,1,THIS LPAREN IntLiteral RPAREN SEMI 
905,1,THIS DOT Identifier ASSIGN Identifier ADD IntLiteral SEMI 
906,1,THIS DOT Identifier ASSIGN Identifier ADD Identifier LPAREN IntLiteral RPAREN SEMI 
907,0,THIS DOT Identifier ASSIGN Identifier SEMI 
908,0,Identifier Identifier ASSIGN NEW Identifier LPAREN NEW Identifier LPAREN Identifier COMMA Identifier COMMA Identifier COMMA Identifier RPAREN RPAREN SEMI 
909,1,Identifier DOT Identifier LPAREN StringLiteral RPAREN SEMI 
910,1,Identifier DOT Identifier LPAREN THIS DOT Identifier MUL IntLiteral MUL IntLiteral RPAREN SEMI 
911,1,Identifier DOT Identifier LPAREN Identifier MUL IntLiteral RPAREN SEMI 
912,1,Identifier LBRACK RBRACK Identifier ASSIGN NEW Identifier LBRACK IntLiteral RBRACK SEMI 
913,0,Identifier DOT Identifier LPAREN NEW Identifier LPAREN RPAREN RPAREN SEMI 
914,1,THROW NEW Identifier LPAREN StringLiteral RPAREN SEMI SingleComment 
915,1,THROW NEW Identifier LPAREN StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
916,1,THROW NEW Identifier LPAREN StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
917,1,THROW NEW Identifier LPAREN StringLiteral RPAREN SEMI 
918,1,THROW NEW Identifier LPAREN StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
919,1,THROW NEW Identifier LPAREN StringLiteral RPAREN SEMI 
920,1,THROW NEW Identifier LPAREN StringLiteral ADD Identifier ADD StringLiteral ADD Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
921,1,THROW NEW Identifier LPAREN StringLiteral ADD Identifier ADD StringLiteral ADD Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
922,0,THROW NEW Identifier LPAREN RPAREN 
923,1,THROW NEW Identifier LPAREN Identifier ADD StringLiteral RPAREN SEMI 
924,0,THROW NEW Identifier LPAREN StringLiteral RPAREN SEMI 
925,1,THROW NEW Identifier LPAREN StringLiteral RPAREN SEMI 
926,1,THROW NEW Identifier LPAREN StringLiteral RPAREN SEMI 
927,0,THROW NEW Identifier LPAREN 
928,1,THROW NEW Identifier LPAREN Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
929,1,THROW NEW Identifier LPAREN Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
930,1,THROW NEW Identifier LPAREN Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
931,1,THROW NEW Identifier LPAREN Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
932,1,THROW NEW Identifier LPAREN Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
933,1,THROW NEW Identifier LPAREN Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
934,1,THROW NEW Identifier LPAREN Identifier ADD StringLiteral ADD Identifier ADD StringLiteral RPAREN SEMI 
935,1,THROW NEW Identifier LPAREN StringLiteral RPAREN SEMI 
936,0,THROW NEW Identifier LPAREN RPAREN SEMI 
937,0,THROW NEW Identifier LPAREN Identifier RPAREN SEMI 
938,1,Identifier ASSIGN ADD StringLiteral SEMI 
939,1,Identifier ASSIGN Identifier SUB IntLiteral SEMI 
940,0,Identifier DOT Identifier LPAREN Identifier ASSIGN StringLiteral COMMA Identifier ASSIGN StringLiteral RPAREN SEMI 
941,0,TRY LPAREN Identifier Identifier ASSIGN NEW Identifier LPAREN Identifier RPAREN RPAREN LBRACE 
942,0,TRY LBRACE 
943,0,TRY LBRACE 
944,1,Identifier LBRACK RBRACK Identifier ASSIGN NEW Identifier LBRACK IntLiteral RBRACK SEMI 
945,1,Identifier LBRACK IntLiteral RBRACK ASSIGN Identifier LPAREN RPAREN DOT Identifier LPAREN StringLiteral RPAREN SEMI 
946,1,Identifier LBRACK IntLiteral RBRACK ASSIGN Identifier LPAREN RPAREN DOT Identifier LPAREN StringLiteral RPAREN SEMI 
947,1,Identifier LBRACK IntLiteral RBRACK ASSIGN Identifier LPAREN RPAREN DOT Identifier LPAREN StringLiteral RPAREN SEMI 
948,0,Identifier DOT Identifier LPAREN RPAREN 
949,0,Identifier LPAREN Identifier COMMA Identifier LPAREN RPAREN RPAREN DOT Identifier LPAREN RPAREN SEMI 
950,1,Identifier LPAREN Identifier COMMA Identifier LPAREN RPAREN RPAREN DOT Identifier LPAREN StringLiteral RPAREN SEMI 
951,0,Identifier LPAREN Identifier COMMA Identifier LPAREN Identifier DOT Identifier RPAREN RPAREN DOT Identifier LPAREN StringLiteral RPAREN SEMI 
952,0,Identifier LPAREN Identifier RPAREN SEMI 
953,0,VOID Identifier LPAREN RPAREN SEMI 
954,0,VOID Identifier LPAREN Identifier DOT Identifier DOT Identifier Identifier RPAREN LBRACE 
955,0,VOID Identifier LPAREN Identifier Identifier RPAREN LBRACE 
956,1,Identifier DOT Identifier LPAREN Identifier COMMA IntLiteral RPAREN SEMI 
957,1,Identifier DOT Identifier LPAREN IntLiteral RPAREN SEMI 
958,0,Identifier ASSIGN IntLiteral SEMI Identifier LPAREN Identifier RPAREN SEMI 
959,0,Identifier ASSIGN StringLiteral SEMI Identifier LPAREN Identifier RPAREN SEMI 
960,0,WHILE LPAREN BANG Identifier DOT Identifier LPAREN RPAREN AND Identifier EQUAL Identifier DOT Identifier RPAREN LBRACE 
961,0,WHILE LPAREN LPAREN Identifier ASSIGN Identifier DOT Identifier LPAREN RPAREN RPAREN NOTEQUAL NullLiteral RPAREN LBRACE 
962,0,WHILE LPAREN Identifier NOTEQUAL Identifier RPAREN LBRACE SingleComment 
963,0,WHILE LPAREN Identifier NOTEQUAL Identifier SUB IntLiteral RPAREN LBRACE 
964,1,WHILE LPAREN Identifier NOTEQUAL Identifier SUB IntLiteral RPAREN LBRACE 
965,1,WHILE LPAREN Identifier GT Identifier ADD IntLiteral RPAREN LBRACE 
966,1,WHILE LPAREN Identifier LE IntLiteral RPAREN LBRACE 
967,0,WHILE LPAREN Identifier LE Identifier AND Identifier LBRACK Identifier RBRACK EQUAL Identifier RPAREN LBRACE 
968,0,WHILE LPAREN Identifier GT Identifier RPAREN LBRACE 
969,0,WHILE LPAREN TRUE RPAREN LBRACE 
970,0,WHILE LPAREN Identifier DOT Identifier LPAREN RPAREN RPAREN LBRACE 
971,0,WHILE LPAREN THIS DOT Identifier GT IntLiteral AND Identifier DOT Identifier LPAREN RPAREN DOT Identifier LPAREN RPAREN EQUAL Identifier DOT Identifier DOT Identifier RPAREN LBRACE 
972,0,Identifier LPAREN RPAREN DOT Identifier LPAREN Identifier RPAREN DOT Identifier LPAREN Identifier RPAREN RPAREN SEMI 
973,0,Identifier LPAREN Identifier RPAREN SEMI 
974,0,Identifier DIV_ASSIGN Identifier SEMI 
975,0,Identifier Identifier ASSIGN Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI 
976,0,Identifier Identifier ASSIGN Identifier LPAREN Identifier COMMA Identifier DOT Identifier RPAREN SEMI 
977,0,Identifier Identifier SEMI 
978,0,Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
979,0,Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
980,1,Identifier ADD_ASSIGN IntLiteral SEMI 
981,0,Identifier ASSIGN Identifier SEMI 
982,0,Identifier ASSIGN Identifier MUL IntLiteral SEMI 
